"id","pct_2012","pct_2010","neighborhood","supervisorial_district","BART_district","assembly_district","congressional_district"
"84006075PCT9149","9149","2150","LRL HTS/ANZA",1,8,19,12
"84006075PCT9151","9151","2134","LRL HTS/ANZA",1,8,19,12
"84006075PCT9152","9152","2151","LRL HTS/ANZA",1,8,19,12
"84006075PCT9201","9201","3200","MAR/PAC HTS",2,8,19,12
"84006075PCT9202","9202","3201","MAR/PAC HTS",2,8,19,12
"84006075PCT9203","9203","3202","MAR/PAC HTS",2,8,19,12
"84006075PCT9204","9204","3203","MAR/PAC HTS",2,8,19,12
"84006075PCT9205","9205","3204","MAR/PAC HTS",2,8,19,12
"84006075PCT9206","9206","3207","MAR/PAC HTS",2,8,19,12
"84006075PCT9207","9207","3210","MAR/PAC HTS",2,8,19,12
"84006075PCT9208","9208","3208","MAR/PAC HTS",2,8,19,12
"84006075PCT9209","9209","9205","MAR/PAC HTS",2,8,19,12
"84006075PCT9211","9211","3213","MAR/PAC HTS",2,8,19,12
"84006075PCT9212","9212","3209","MAR/PAC HTS",2,8,19,12
"84006075PCT9213","9213","3212","MAR/PAC HTS",2,8,19,12
"84006075PCT9214","9214","3214","MAR/PAC HTS",2,8,19,12
"84006075PCT9215","9215","3215","MAR/PAC HTS",2,8,19,12
"84006075PCT9216","9216","3216","MAR/PAC HTS",2,8,19,12
"84006075PCT9217","9217","3217","MAR/PAC HTS",2,8,19,12
"84006075PCT9218","9218","3218","MAR/PAC HTS",2,8,19,12
"84006075PCT9219","9219","3219","MAR/PAC HTS",2,8,19,12
"84006075PCT9221","9221","3223","MAR/PAC HTS",2,8,19,12
"84006075PCT9222","9222","3224","MAR/PAC HTS",2,8,19,12
"84006075PCT9223","9223","3225","MAR/PAC HTS",2,8,19,12
"84006075PCT9224","9224","3226","MAR/PAC HTS",2,8,19,12
"84006075PCT9225","9225","3228","MAR/PAC HTS",2,8,19,12
"84006075PCT9226","9226","3227","MAR/PAC HTS",2,8,19,12
"84006075PCT9227","9227","2202","SECLF/PREHTS",2,8,19,12
"84006075PCT9228","9228","2200","SECLF/PREHTS",2,8,19,12
"84006075PCT9229","9229","2201","SECLF/PREHTS",2,8,19,12
"84006075PCT9231","9231","2203","SECLF/PREHTS",2,8,19,12
"84006075PCT9232","9232","2205","SECLF/PREHTS",2,8,19,12
"84006075PCT9233","9233","2206","SECLF/PREHTS",2,8,19,12
"84006075PCT9234","9234","2207","SECLF/PREHTS",2,8,19,12
"84006075PCT9235","9235","2208","SECLF/PREHTS",2,8,19,12
"84006075PCT9236","9236","2209","MAR/PAC HTS",2,8,19,12
"84006075PCT9237","9237","3231","MAR/PAC HTS",2,8,19,12
"84006075PCT9238","9238","3232","MAR/PAC HTS",2,8,19,12
"84006075PCT9239","9239","3233","MAR/PAC HTS",2,8,19,12
"84006075PCT9241","9241","3234","MAR/PAC HTS",2,8,19,12
"84006075PCT9242","9242","3239","MAR/PAC HTS",2,8,19,12
"84006075PCT9243","9243","2215","MAR/PAC HTS",2,8,19,12
"84006075PCT9244","9244","3235","MAR/PAC HTS",2,8,19,12
"84006075PCT9245","9245","3236","MAR/PAC HTS",2,8,19,12
"84006075PCT9246","9246","3237","MAR/PAC HTS",2,8,19,12
"84006075PCT9247","9247","3238","MAR/PAC HTS",2,8,19,12
"84006075PCT9248","9248","3241","MAR/PAC HTS",2,8,19,12
"84006075PCT9249","9249","2211","LRL HTS/ANZA",2,8,19,12
"84006075PCT9251","9251","2212","LRL HTS/ANZA",2,8,19,12
"84006075PCT9252","9252","2213","LRL HTS/ANZA",2,8,19,12
"84006075PCT9253","9253","2214","LRL HTS/ANZA",2,8,19,12
"84006075PCT9254","9254","2216","WST ADDITION",2,9,19,12
"84006075PCT9255","9255","2217","LRL HTS/ANZA",2,8,19,12
"84006075PCT9256","9256","3501","WST ADDITION",2,9,19,12
"84006075PCT9257","9257","2219","WST ADDITION",2,9,19,12
"84006075PCT9258","9258","2218","LRL HTS/ANZA",2,8,19,12
"84006075PCT9401","9401","2401","SUNSET",4,8,19,12
"84006075PCT9402","9402","2402","SUNSET",4,8,19,12
"84006075PCT9403","9403","2403","SUNSET",4,8,19,12
"84006075PCT9404","9404","2404","SUNSET",4,8,19,12
"84006075PCT9405","9405","2405","SUNSET",4,8,19,12
"84006075PCT9406","9406","2406","SUNSET",4,8,19,12
"84006075PCT9407","9407","2407","SUNSET",4,8,19,12
"84006075PCT9408","9408","2408","SUNSET",4,8,19,12
"84006075PCT9409","9409","2505","INNER SUNSET",4,9,19,12
"84006075PCT9411","9411","2409","SUNSET",4,8,19,12
"84006075PCT9412","9412","2409","SUNSET",4,8,19,12
"84006075PCT9413","9413","2412","SUNSET",4,8,19,12
"84006075PCT9414","9414","2413","SUNSET",4,8,19,12
"84006075PCT9415","9415","2414","SUNSET",4,8,19,12
"84006075PCT9416","9416","2416","SUNSET",4,8,19,12
"84006075PCT9417","9417","2417","SUNSET",4,8,19,12
"84006075PCT9418","9418","2418","SUNSET",4,8,19,12
"84006075PCT9419","9419","2419","SUNSET",4,8,19,12
"84006075PCT9421","9421","2422","SUNSET",4,8,19,12
"84006075PCT9422","9422","2423","SUNSET",4,8,19,12
"84006075PCT9423","9423","2415","SUNSET",4,8,19,12
"84006075PCT9424","9424","2416","SUNSET",4,8,19,12
"84006075PCT9425","9425","2429","SUNSET",4,8,19,12
"84006075PCT9426","9426","2425","SUNSET",4,8,19,12
"84006075PCT9427","9427","2421","SUNSET",4,8,19,12
"84006075PCT9428","9428","2427","SUNSET",4,8,19,12
"84006075PCT9429","9429","2431","SUNSET",4,8,19,12
"84006075PCT9431","9431","2432","SUNSET",4,8,19,12
"84006075PCT9432","9432","2426","SUNSET",4,8,19,12
"84006075PCT9433","9433","2434","SUNSET",4,8,19,12
"84006075PCT9434","9434","2428","SUNSET",4,8,19,12
"84006075PCT9435","9435","2436","SUNSET",4,8,19,12
"84006075PCT9436","9436","2437","SUNSET",4,8,19,12
"84006075PCT9437","9437","2438","SUNSET",4,8,19,12
"84006075PCT9438","9438","2439","SUNSET",4,8,19,12
"84006075PCT9439","9439","2433","SUNSET",4,8,19,12
"84006075PCT9441","9441","2441","SUNSET",4,8,19,12
"84006075PCT9442","9442","2435","SUNSET",4,8,19,12
"84006075PCT9443","9443","2442","SUNSET",4,8,19,12
"84006075PCT9444","9444","2443","SUNSET",4,8,19,12
"84006075PCT9445","9445","2444","SUNSET",4,8,19,12
"84006075PCT9446","9446","2445","SUNSET",4,8,19,12
"84006075PCT9447","9447","2446","SUNSET",4,8,19,12
"84006075PCT9448","9448","2447","SUNSET",4,8,19,12
"84006075PCT9449","9449","2448","SUNSET",4,8,19,12
"84006075PCT9451","9451","2440","SUNSET",4,8,19,12
"84006075PCT9452","9452","2451","SUNSET",4,8,19,12
"84006075PCT9453","9453","2449","SUNSET",4,8,19,14
"84006075PCT9501","9501","3501","WST ADDITION",5,9,19,12
"84006075PCT9502","9502","2217","LRL HTS/ANZA",5,8,19,12
"84006075PCT9503","9503","3501","WST ADDITION",5,9,19,12
"84006075PCT9504","9504","3500","WST ADDITION",5,9,19,12
"84006075PCT9505","9505","3507","WST ADDITION",5,9,19,12
"84006075PCT9506","9506","3514","WST ADDITION",5,9,19,12
"84006075PCT9507","9507","3512","LRL HTS/ANZA",5,9,19,12
"84006075PCT9508","9508","3513","WST ADDITION",5,9,19,12
"84006075PCT9509","9509","3511","LRL HTS/ANZA",5,9,19,12
"84006075PCT9511","9511","3512","WST ADDITION",5,9,19,12
"84006075PCT9512","9512","3517","WST ADDITION",5,9,19,12
"84006075PCT9513","9513","3515","WST ADDITION",5,9,19,12
"84006075PCT9514","9514","2514",NA,5,9,19,12
"84006075PCT9515","9515","2504","INNER SUNSET",5,9,19,12
"84006075PCT9516","9516","2506","INNER SUNSET",5,9,19,12
"84006075PCT9517","9517","2507","INNER SUNSET",5,9,19,12
"84006075PCT9518","9518","2508","INNER SUNSET",5,9,19,12
"84006075PCT9519","9519","2509","INNER SUNSET",5,9,19,12
"84006075PCT9521","9521","2512","INNER SUNSET",5,9,19,12
"84006075PCT9522","9522","2513","INNER SUNSET",5,9,19,12
"84006075PCT9701","9701","2701","INNER SUNSET",7,9,19,12
"84006075PCT9702","9702","2702","INNER SUNSET",7,9,19,12
"84006075PCT9703","9703","2704","W TWIN PKS",7,8,19,12
"84006075PCT9704","9704","2705","W TWIN PKS",7,8,19,12
"84006075PCT9705","9705","2706","W TWIN PKS",7,8,19,12
"84006075PCT9706","9706","2706","W TWIN PKS",7,9,19,12
"84006075PCT9707","9707","2712","W TWIN PKS",7,8,19,12
"84006075PCT9708","9708","2713","W TWIN PKS",7,8,19,12
"84006075PCT9709","9709","2711","W TWIN PKS",7,8,19,12
"84006075PCT9711","9711","2714","W TWIN PKS",7,8,19,12
"84006075PCT9712","9712","2710","W TWIN PKS",7,8,19,14
"84006075PCT9713","9713","2718","W TWIN PKS",7,8,19,12
"84006075PCT9714","9714","2721","W TWIN PKS",7,8,19,14
"84006075PCT9715","9715","2715","W TWIN PKS",7,8,19,14
"84006075PCT9716","9716","2723","W TWIN PKS",7,8,19,12
"84006075PCT9717","9717","2724","W TWIN PKS",7,8,19,12
"84006075PCT9718","9718","2725","W TWIN PKS",7,8,19,14
"84006075PCT9719","9719","2726","W TWIN PKS",7,8,19,14
"84006075PCT9721","9721","2722","W TWIN PKS",7,8,19,14
"84006075PCT9722","9722","2720","W TWIN PKS",7,8,19,14
"84006075PCT9723","9723","2728","LAKE MERCED",7,8,19,14
"84006075PCT9724","9724","2729","LAKE MERCED",7,8,19,14
"84006075PCT9725","9725","2731","LAKE MERCED",7,8,19,14
"84006075PCT9726","9726","2730","LAKE MERCED",7,8,19,14
"84006075PCT9727","9727","2732","W TWIN PKS",7,8,19,14
"84006075PCT9728","9728","2733","W TWIN PKS",7,8,19,14
"84006075PCT9729","9729","2734","W TWIN PKS",7,8,19,14
"84006075PCT9731","9731","2735","W TWIN PKS",7,8,19,14
"84006075PCT9732","9732","2740","W TWIN PKS",7,8,19,12
"84006075PCT9733","9733","2727","W TWIN PKS",7,8,19,14
"84006075PCT9734","9734","2738","W TWIN PKS",7,8,19,14
"84006075PCT9735","9735","2739","W TWIN PKS",7,8,19,14
"84006075PCT9736","9736","2741","W TWIN PKS",7,8,19,14
"84006075PCT9737","9737","2750","W TWIN PKS",7,8,19,14
"84006075PCT9738","9738","2728","LAKE MERCED",7,8,19,14
"84006075PCT9739","9739","2756","LAKE MERCED",7,8,19,14
"84006075PCT9741","9741","2745","LAKE MERCED",7,8,19,14
"84006075PCT9742","9742","2746","W TWIN PKS",7,8,19,14
"84006075PCT9743","9743","2759","LAKE MERCED",7,8,19,14
"84006075PCT9744","9744","2757","LAKE MERCED",7,8,19,14
"84006075PCT9745","9745","2758","LAKE MERCED",7,8,19,14
"84006075PCT9746","9746","2747","W TWIN PKS",7,8,19,14
"84006075PCT9747","9747","1111","W TWIN PKS",7,8,19,14
"84006075PCT9748","9748","2749","W TWIN PKS",7,8,19,14
"84006075PCT9749","9749","1112","INGLESIDE",7,8,19,14
"84006075PCT9751","9751","2751","W TWIN PKS",7,8,19,14
"84006075PCT9752","9752","2752","W TWIN PKS",7,8,19,14
"84006075PCT9753","9753","2755","W TWIN PKS",7,8,19,14
"84006075PCT9754","9754","2753","W TWIN PKS",7,9,19,14
"84006075PCT9755","9755","3870","W TWIN PKS",7,9,19,14
"84006075PCT9756","9756","2761","EXCELSIOR",7,8,19,14
"84006075PCT9801","9801","1102","EXCELSIOR",8,9,19,14
"84006075PCT9900","9900","4000",NA,NA,NA,17,13
"84006075PCT9901","9901","1102","EXCELSIOR",8,9,17,14
"84006075PCT9902","9902","1101","EXCELSIOR",7,9,17,14
"84006075PCTGGP1","Golden Gate Park","GG Park",NA,1,9,19,12
"84006075PCTGGP2","Golden Gate Park","GG Park",NA,1,8,19,12
